date,location_key,inc_case,inc_hosp,inc_death,sni_covid19_vaccination,liberalism,children,adult,elderly,new_persons_vaccinated,stringency_index,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,PC1,PC2,PC3
2021-08,Alaska,11202,-0.5048517169805387,-0.548596956631882,1.1080599174536407,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.4856904059658933,0.0765830342879291,3.5958723119195968,2.6899945045461027,2.5891099851342023,2.8515104209315045,0.1765848168351478,-1.104000188288115,-5.6030486659816425,1.4884597496487715,-0.9732080051142077
2021-09,Alaska,20833,-0.4645500767197518,-0.5146881291956846,0.7678682128784967,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.4805518366626609,0.0978702578354799,1.966212903311442,1.342176024486873,1.250935501198,1.458455719599562,0.158945163389194,-0.465098131683581,-2.85555304522391,0.7040343518372517,-0.5091701828886969
2021-10,Alaska,30087,-0.4618504453147231,-0.4408422383346324,0.4338676818119046,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.4927009856148684,0.0978702578354799,1.0015811232500862,0.3973712769777033,-0.2122149024894367,0.1405740126833358,0.5114482654023068,-0.0689814603033738,-0.7871770629307039,-0.28676327618893105,0.02295763012013286
2021-11,Alaska,12141,-0.5139147652688496,-0.475504595269412,0.3148951042750741,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.4768168246831375,0.4610254971369735,0.2698567834151358,-0.088731927578422,-0.79503814360313,-0.104418558079928,-0.4793203244483682,0.6359706015617597,0.6650840580773733,0.178873872987201,-0.526392660016443
2021-12,Alaska,5153,-0.5432250490948765,-0.5109204817027738,-0.2690705560013063,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.491789303964295,0.5927982053160288,0.1131125851582138,-0.1014302762486189,-0.8054103755136585,-0.053812601632467,-1.3135720495348318,0.9795412393668153,1.0900480301172337,0.860853103934924,-0.962427816051031
2022-01,Alaska,56848,-0.499645284985126,-0.5063993047112808,0.182267790469787,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.4841138813725102,0.5927982053160288,-0.7365662662394188,-0.8634638393782937,-0.9131496007348406,-0.4347970350702437,-0.650641523331489,1.0436774701340226,1.8940479776341166,0.054465849660119456,-0.42647139128051303
2022-02,Alaska,26138,-0.5362831397676595,-0.5320193076630744,-1.0344542736423752,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.5117922480051386,-0.0883806196977407,-0.0400341115436187,-0.516400352231986,-0.6408674283422433,-0.0761047661391995,0.3146969328319102,0.1889747233557233,0.5346759090160904,-0.6311362709780536,-0.08904018361005224
2022-03,Alaska,7545,-0.5530594206417669,-0.5418151911446425,-1.0917404217033364,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.5117724288388217,-0.7121085981488164,0.2996725068781288,-0.4341714539166005,-0.2784193270089947,0.205938775885246,1.0279208138941769,-0.246279123753613,-0.2902617591865443,-1.0990786515745021,0.1953985047937583
2022-04,Alaska,6588,-0.5601941607836287,-0.5659281350992719,-1.1295406948657232,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.5139543388760638,-0.8518563440866549,0.8305370762078671,0.169046318998812,0.0180793724929333,0.228970728452046,1.6385688613711216,-0.8730708066438488,-1.3686339195420802,-1.334358758379999,0.6227142067555698
2022-05,Alaska,1459,-0.5601941607836287,-0.5847663725638259,-1.1941280774257188,1.224744871391589,-0.7545284047827421,-0.7617893039687235,-0.8492021898762484,-0.5179470000177058,-0.8518563440866549,2.561405376198927,1.4199212551382414,1.985142512266992,1.3070380259987553,0.949218567895125,-1.4376130403544771,-4.032668917817829,0.3578699362259362,0.37771261999154665
2021-01,Arizona,262750,2.368520252043312,2.946272857792199,1.4922067182190288,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,0.2100344014500081,1.91283619741062,-1.6169074414048787,-1.7694871550125637,-1.1505795561674892,-0.298893388634335,-1.6617087113215263,2.0959458300336347,3.4773351385234474,0.5528054021025386,-1.167937962768941
2021-02,Arizona,60307,0.4324988730083841,1.566560345888255,1.1724988201735902,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,0.7757148482069322,1.9554106445057209,-1.0447595626648425,-1.211791473710198,-0.9939419428877684,-0.0458118985633262,-0.858866025684861,0.9574586434974064,2.084544983880175,-0.056980044697619935,-0.8394611438428082
2021-03,Arizona,23000,-0.2113632170909808,0.1273190035963199,1.8983598665945685,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,1.1670965376618234,1.1257267234807862,-0.1901858222319845,-0.5534064763051088,-0.7607348525207638,0.6454810528965416,-0.7084620173605332,0.3074166161176586,0.6870640010087056,-0.04149346727434652,-1.1544558897175843
2021-04,Arizona,18742,-0.253400334683572,-0.3240451660543968,0.6516960146844236,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,0.9259171027525028,-0.4182221760478412,-0.041695702076971,-0.2498120271263453,-0.5200457250217599,0.6772310832763929,-0.1705297335088585,-0.2670652298253668,-0.01566152408284668,-0.3733739808221665,-0.7909681678658879
2021-05,Arizona,22390,-0.2738404010359327,-0.3082210465841714,-0.2151654866773419,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,0.2045625098041747,-0.8518563440866549,0.0153774320221426,0.2457602951517792,-0.3890806598796564,0.7567612612046213,-0.2696283101798868,-0.4600889127733338,-0.40717491751317986,-0.1488674701042777,-0.8314396366888357
2021-06,Arizona,12245,-0.2979442528665469,-0.3700104654679089,-0.6078167529417804,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.0815091385551243,-0.8518563440866549,-0.0495485657877196,0.0101806053702514,-0.5555103933091532,0.7609337228824468,-1.2122846829382097,-0.2540176740660409,0.11671513022759478,0.4792536455910415,-1.31789529117612
2021-07,Arizona,34524,-0.1635411750590424,-0.3353481085331293,-0.2174885038688075,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.0625908434345282,-0.9155454156194616,-0.1231995873294291,-0.1521473080893724,-0.6645030286254701,0.7707859753258987,-1.338312650075422,-0.05054975009958,0.3848145742313137,0.5132522521272957,-1.4451133103292138
2021-08,Arizona,78529,0.1970524483269451,-0.1838886793181141,0.6060237395482727,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.0446977397352292,-1.0408236028486266,-0.3201593811263066,-0.2263437847228352,-0.798765154417189,0.393036198713548,-0.5659146440049516,-0.3343151149091173,0.39730515458776944,-0.18209446164735396,-0.8478339578542665
2021-09,Arizona,76026,0.2392823967341811,0.1883548929814753,-0.0810537630047342,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.1799599463627062,-1.264742181354212,-0.2465596699091842,-0.1671790298765155,-0.6531811131490131,0.3917211086978145,-0.3746056159754674,-0.5236671597587774,0.14739132597246102,-0.27730732706601297,-0.6827681067651269
2021-10,Arizona,84270,0.2396680583634709,0.4294843325277681,-0.2109614099529519,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.2627842424006758,-1.264742181354212,-0.0738749868342618,-0.1442377633775112,-0.6647670076855631,0.7263525352594217,-0.1634792418879946,-0.7383429438522207,-0.22348992694788547,-0.5294581870523065,-0.8368932859461806
2021-11,Arizona,96514,0.5254433256672323,0.2215101909190906,0.1687468080532995,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.1227510219180237,-1.0746779593607807,-0.0491634023388018,0.0499703523587991,-0.8061538658675441,0.8867585646203499,-0.7214539537645666,-0.1757323395100854,0.060079819540234836,-0.017077421386501708,-1.330225511451423
2021-12,Arizona,92134,0.4396336131502459,0.7399384859436201,-0.1059015120779809,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.127864366827762,-1.016832326580171,0.0472791023331228,0.1545781089261523,-1.0453574308719484,0.9618819161404234,-1.0146816278199713,0.2603330533597289,0.29885174611287046,0.22059273640231433,-1.6682361328075535
2022-01,Arizona,490204,1.2597430678350616,1.0722449948183548,0.0142912840888005,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.1552688686167397,-1.016832326580171,-0.5529027049576419,-0.6948396242544139,-1.0320089280862486,0.6751033462741929,-0.0134604479551728,0.502771835014887,0.933399484171925,-0.7643677709234683,-1.0279581967492608
2022-02,Arizona,131978,0.2103577745374441,0.7429526039379487,-1.1396694882100962,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.3402015095189398,-1.016832326580171,0.0009550655779541,-0.3165027286006567,-0.8599320897385447,0.5212996055636819,0.8422894116728017,-0.4563322985678271,-0.1470894020407158,-1.3395520690478746,-0.36446289635011553
2022-03,Arizona,20147,-0.3208911198092916,0.1205372381090804,-1.159759062888405,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.4172241950532599,-1.016832326580171,0.1043616669473926,-0.3860434295856638,-0.5340734229663877,0.7561059007316644,1.1155926304207804,-0.6224837483514574,-0.5289020736157292,-1.490443051208185,-0.2729656866951377
2022-04,Arizona,24487,-0.4701421703444543,0.2192496024233441,-1.1688010499288934,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.4199754556865123,-1.0168323265801709,-0.0372233354223494,-0.448739876890015,-0.4578169365635799,0.6611135847114733,1.5178833793282254,-1.1076379015264115,-0.7421229895762836,-1.88912446626936,0.060336577239153595
2022-05,Arizona,3911,-0.4778554029302508,-0.4061798813998528,-1.2024074645413314,-0.816496580927726,0.1359540105787881,0.0603611562234554,0.1670546302006282,-0.441580148714233,-0.889108985294868,-0.0544560505140399,-0.2868911194659667,-0.5602071203455761,0.5391815841829342,0.9042214394115654,-1.0234595723037083,-0.5273611608558967,-1.372705472981952,-0.15896254457948408
2021-01,Arkansas,80418,0.2824764992146417,0.4671608074568764,0.2474421749430716,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.1508383840737353,1.7664721522620563,-1.120462398536603,-1.2716227231891932,-0.8719796353317457,-0.3883986128630534,-0.1211854391420819,1.086455291893841,2.112513351413269,-0.5073864946943069,-0.22230010326064698
2021-02,Arkansas,24808,-0.2165696490863935,-0.1492263223833345,-0.2409215396916977,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.20646718044025,1.6017632874385384,-1.7132549944904076,-1.3801488176647452,-1.1475256703111203,-0.6071423136070734,-1.6207012440292567,2.467737354209542,3.6302737389842332,0.7554151347441747,-0.9636760196342924
